long,lat,periodo,titulo_proyecto,productora_razon_social,tipo_produccion,fecha_rodaje,direccion,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.42843363,-34.59700664,2012,LAS HUELLAS DEL SECRETARIO,LAGARTO CINE SRL,PROGRAMA TELEVISIVO,2012-12-08,LAVALLEJA 1062,LAVALLEJA,1062,VILLA CRESPO,COMUNA 15,1414,C1414DTV
-58.42843363,-34.59700664,2012,LAS HUELLAS DEL SECRETARIO,LAGARTO CINE SRL,PROGRAMA TELEVISIVO,2012-08-15,LAVALLEJA 1062,LAVALLEJA,1062,VILLA CRESPO,COMUNA 15,1414,C1414DTV
-58.42843363,-34.59700664,2012,LAS HUELLAS DEL SECRETARIO,LAGARTO CINE SRL,PROGRAMA TELEVISIVO,2012-09-21,LAVALLEJA 1062,LAVALLEJA,1062,VILLA CRESPO,COMUNA 15,1414,C1414DTV
-58.42843363,-34.59700664,2012,TESIS SOBRE UN HOMICIDIO,BDCINE SRL,LARGOMETRAJE NACIONAL,2012-04-26,LAVALLEJA 1062,LAVALLEJA,1062,VILLA CRESPO,COMUNA 15,1414,C1414DTV
-58.42843363,-34.59700664,2011,TODO LO QUE NECESITAS ES AMOR,SUDESTADA CINE SRL,LARGOMETRAJE CON I.N.C.A.A.,2011-10-25,LAVALLEJA 1062,LAVALLEJA,1062,VILLA CRESPO,COMUNA 15,1414,C1414DTV
-58.42395436,-34.59384631,2011,J.O.D.A,MONTECARLO FILMS SRL,CINE PUBLICITARIO,2011-11-20,LAVALLEJA 1445,LAVALLEJA,1445,PALERMO,COMUNA 14,1414,C1414DUC
-58.42388705,-34.59379407,2011,GILLETTE,LA BESTIA FILMS SRL,CINE PUBLICITARIO,2011-01-28,LAVALLEJA 1473,LAVALLEJA,1473,PALERMO,COMUNA 14,1414,C1414DUC
-58.42319851,-34.59311717,2012,EL REECUENTRO,PROTEINA PURA SA,LARGOMETRAJE NACIONAL,2012-02-10,LAVALLEJA 1556,LAVALLEJA,1556,PALERMO,COMUNA 14,1414,C1414DUF
-58.42319851,-34.59311717,2015,ESTOCOLMO,KAPOW SA,PROGRAMA TELEVISIVO,2015-07-22,LAVALLEJA 1556,LAVALLEJA,1556,PALERMO,COMUNA 14,1414,C1414DUF
-58.49774960000001,-34.57363737,2013,SOLAMENTE VOS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2013-05-24,LAVOISIER 3001,LAVOISIER,3001,VILLA URQUIZA,COMUNA 12,1431,C1431DTA
-58.49794376,-34.57339708,2012,CONDICIONADOS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2012-02-05,LAVOISIER 3021,LAVOISIER,3021,VILLA URQUIZA,COMUNA 12,1431,C1431DTA
-58.49794376,-34.57339708,2012,CONDICIONADOS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2012-06-15,LAVOISIER 3021,LAVOISIER,3021,VILLA URQUIZA,COMUNA 12,1431,C1431DTA
-58.49796751,-34.57336769,2012,CONDICIONADOS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2012-05-21,LAVOISIER 3035,LAVOISIER,3035,VILLA URQUIZA,COMUNA 12,1431,C1431DTA
-58.49905972,-34.57215553,2014,DETRAS DEL SHOW,SUDESTADA CINE SRL,PROGRAMA TELEVISIVO,2014-01-30,LAVOISIER 3158,LAVOISIER,3158,VILLA URQUIZA,COMUNA 12,1431,C1431DTD
-58.49951974,-34.57144902,2015,ESPERANZA MIA,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2015-11-08,LAVOISIER 3215,LAVOISIER,3215,VILLA URQUIZA,COMUNA 12,1431,C1431DTE
-58.48004023,-34.56484087,2013,VOLANTAZO- ABUELOS,RINGO BUENOS AIRES SA,CINE PUBLICITARIO,2013-03-21,"LE BRETON, TOMAS A. 4120","LE BRETON, TOMAS A.",4120,VILLA URQUIZA,COMUNA 12,1430,C1430BDD
-58.48715411,-34.56928408,2013,ALIADOS,TELEVISION FEDERAL SA,PROGRAMA TELEVISIVO,2013-07-05,"LE BRETON, TOMAS A. 4900","LE BRETON, TOMAS A.",4900,VILLA URQUIZA,COMUNA 12,1431,C1431BQQ
-58.48752604,-34.5679573,2015,PROMO AXION ESSO,PELICULAS CORTITAS SA,CINE PUBLICITARIO,2015-06-10,"LEGUIZAMON, HONORIO, DR. 3713","LEGUIZAMON, HONORIO, DR.",3713,VILLA URQUIZA,COMUNA 12,1431,C1431FXA
-58.48380579,-34.67203444,2015,MOSCAS Y MOSQUITOS,FUNDACION DEL CINE,ESTUDIANTES,2015-11-14,"LEGUIZAMON, MARTINIANO 3550","LEGUIZAMON, MARTINIANO",3550,VILLA LUGANO,COMUNA 8,1439,C1439FRN
-58.47405117,-34.67948973,2012,UNA OPORTUNIDAD,FUNDACION DEL CINE,ESTUDIANTES,2012-09-22,"LEGUIZAMON, MARTINIANO 4414","LEGUIZAMON, MARTINIANO",4414,VILLA LUGANO,COMUNA 8,1439,C1439FSH
-58.44714488,-34.58832499,2012,NOVELA ARBOL,ENDEMOL ARGENTINA SA,PROGRAMA TELEVISIVO,2012-06-11,LEIVA 3901,LEIVA,3901,CHACARITA,COMUNA 15,1427,C1427EMA
-58.44749949,-34.58937475,2015,MALA VIDA,FERNANDO DIAZ,LARGOMETRAJE CON I.N.C.A.A.,2015-09-15,LEIVA 4001,LEIVA,4001,CHACARITA,COMUNA 15,1427,C1427EMC
-58.44970878,-34.59206093,2013,ARNET,48M2 SA,CINE PUBLICITARIO,2013-08-07,LEIVA 4209,LEIVA,4209,CHACARITA,COMUNA 15,1427,C1427EMG
-58.44970878,-34.59206093,2013,ARNET,48M2 SA,CINE PUBLICITARIO,2013-12-07,LEIVA 4209,LEIVA,4209,CHACARITA,COMUNA 15,1427,C1427EMG
-58.44970878,-34.59206093,2012,LITTLE INVESTOR,GOODGATE SA,CINE PUBLICITARIO,2012-02-25,LEIVA 4209,LEIVA,4209,CHACARITA,COMUNA 15,1427,C1427EMG
-58.44970878,-34.59206093,2015,"MI MUNDO, MIS REGLAS",AKERMAN STEPHEN ARNOLD,CINE PUBLICITARIO,2015-05-13,LEIVA 4209,LEIVA,4209,CHACARITA,COMUNA 15,1427,C1427EMG
-58.4500366,-34.59235535,2011,CANTADOU,I-REAL SRL,CINE PUBLICITARIO,2011-06-12,LEIVA 4227,LEIVA,4227,CHACARITA,COMUNA 15,1427,C1427EMG
-58.4500366,-34.59235535,2015,MALDITO SEAS WATERFALL!,RIO ROJO CONTENIDOS SRL,LARGOMETRAJE CON I.N.C.A.A.,2015-04-16,LEIVA 4249,LEIVA,4249,CHACARITA,COMUNA 15,1427,C1427EMG
-58.4500366,-34.59235535,2015,MALDITO SEAS WATERFALL!,RIO ROJO CONTENIDOS SRL,LARGOMETRAJE CON I.N.C.A.A.,2015-04-30,LEIVA 4249,LEIVA,4249,CHACARITA,COMUNA 15,1427,C1427EMG
-58.4525124,-34.59469404,2013,PASAJEROS,SINEMA SA,PROGRAMA TELEVISIVO,2013-10-24,LEIVA 4506,LEIVA,4506,CHACARITA,COMUNA 15,1427,C1427EMN
-58.44732234,-34.58942116,2012,NOVELA ARBOL,ENDEMOL ARGENTINA SA,PROGRAMA TELEVISIVO,2012-06-11,"LEMOS, JUAN GREGORIO, GRAL. 100","LEMOS, JUAN GREGORIO, GRAL.",100,CHACARITA,COMUNA 15,1427,C1427BQB
-58.44758612,-34.58930256,2011,LOS MUNDOS DE ULI (2 TEMPORADA),100 BARES PRODUCCIONES SA,PROGRAMA TELEVISIVO,2011-12-18,"LEMOS, JUAN GREGORIO, GRAL. 102","LEMOS, JUAN GREGORIO, GRAL.",102,CHACARITA,COMUNA 15,1427,C1427BQD
-58.43186104,-34.59443694,2015,LAS PALOMAS Y LAS BOMBAS,54-11 SRL,PROGRAMA TELEVISIVO,2015-09-27,LERMA 464,LERMA,464,VILLA CRESPO,COMUNA 15,1414,C1414AZJ
-58.43259669,-34.59347599,2015,MILAGROS EN CAMPANIA,EL OSO PRODUCCIONES SRL,PROGRAMA TELEVISIVO,2015-10-03,LERMA 553,LERMA,553,VILLA CRESPO,COMUNA 15,1414,C1414AZK
-58.43259669,-34.59347599,2015,MILAGROS EN CAMPANIA,EL OSO PRODUCCIONES SRL,PROGRAMA TELEVISIVO,2015-03-13,LERMA 553,LERMA,553,VILLA CRESPO,COMUNA 15,1414,C1414AZK
-58.43259669,-34.59347599,2015,MILAGROS EN CAMPANIA,EL OSO PRODUCCIONES SRL,PROGRAMA TELEVISIVO,2015-03-15,LERMA 553,LERMA,553,VILLA CRESPO,COMUNA 15,1414,C1414AZK
-58.43259669,-34.59347599,2015,MILAGROS EN CAMPANIA,EL OSO PRODUCCIONES SRL,PROGRAMA TELEVISIVO,2015-03-30,LERMA 553,LERMA,553,VILLA CRESPO,COMUNA 15,1414,C1414AZK
-58.43259669,-34.59347599,2015,MILAGROS EN CAMPANIA,EL OSO PRODUCCIONES SRL,PROGRAMA TELEVISIVO,2015-04-20,LERMA 553,LERMA,553,VILLA CRESPO,COMUNA 15,1414,C1414AZK
-58.43259669,-34.59347599,2015,MILAGROS EN CAMPANIA,EL OSO PRODUCCIONES SRL,PROGRAMA TELEVISIVO,2015-04-28,LERMA 553,LERMA,553,VILLA CRESPO,COMUNA 15,1414,C1414AZK
-58.43259669,-34.59347599,2015,MILAGROS EN CAMPANIA,EL OSO PRODUCCIONES SRL,PROGRAMA TELEVISIVO,2015-05-20,LERMA 553,LERMA,553,VILLA CRESPO,COMUNA 15,1414,C1414AZK
-58.39378926,-34.58523659,2014,QUE HUBIERA PASADO,AJP PRODUCCIONES SRL,PROGRAMA TELEVISIVO,2014-02-27,"LEVENE, RICARDO, DR. 901","LEVENE, RICARDO, DR.",901,RECOLETA,COMUNA 2,,
-58.38447126,-34.59428013,2011,IPOTECA SBERBANK,MATILDA FILMS SA,CINE PUBLICITARIO,2011-05-02,LIBERTAD 1212,LIBERTAD,1212,RETIRO,COMUNA 1,1012,C1012AAZ
-58.38449302,-34.59375673,2011,HEAD & SHOULDERS,PIONERAS PRODUCCIONES SA,CINE PUBLICITARIO,2011-02-25,LIBERTAD 1250,LIBERTAD,1250,RETIRO,COMUNA 1,1012,C1012AAZ
-58.38449302,-34.59375673,2013,VESTIDO,RINGO BUENOS AIRES SA,CINE PUBLICITARIO,2013-01-19,LIBERTAD 1250,LIBERTAD,1250,RETIRO,COMUNA 1,1012,C1012AAZ
-58.38440729,-34.59356676,2014,DESPUES DE SARMIENTO,FRANCISCO MARQUEZ,DOCUMENTAL,2014-11-09,LIBERTAD 1257,LIBERTAD,1257,RETIRO,COMUNA 1,1012,C1012AAY
-58.38440729,-34.59356676,2015,SE PUEDE VIVIR MEJOR,SUBTERRANEA FILMS SRL,CINE PUBLICITARIO,2015-12-04,LIBERTAD 1257,LIBERTAD,1257,RETIRO,COMUNA 1,1012,C1012AAY
-58.38440729,-34.59356676,2011,GPS-ENTRADAS,PRIMO AUDIOVISUAL SRL,CINE PUBLICITARIO,2011-07-05,LIBERTAD 1265,LIBERTAD,1265,RETIRO,COMUNA 1,1012,C1012AAY
-58.3845163,-34.59319689,2013,AMOR AL VOLANTE,HAVAS SPORTS Y ENTERTAIMENT ARGENTINA SA,OTROS,2013-10-03,LIBERTAD 1282,LIBERTAD,1282,RETIRO,COMUNA 1,1012,C1012AAZ
-58.3845043,-34.59291144,2011,EXTRANIOS EN LA NOCHE,MYS PRODUCCION SRL,LARGOMETRAJE NACIONAL,2011-09-09,LIBERTAD 1300,LIBERTAD,1300,RETIRO,COMUNA 1,1012,C1012AAZ
-58.3845043,-34.59291144,2011,UN ANIO PARA RECORDAR,UNDERGROUND PRODUCCIONES SA,TV FICCION,2011-11-01,LIBERTAD 1300,LIBERTAD,1300,RETIRO,COMUNA 1,1012,C1012AAZ
-58.38438789,-34.59264415,2013,CORAZON DE LEON,ALEPH MEDIA SA,LARGOMETRAJE CON I.N.C.A.A.,2013-03-31,LIBERTAD 1301,LIBERTAD,1301,RETIRO,COMUNA 1,1016,C1016ABA
-58.38438789,-34.59264415,2012,EL TRIUNFO DE LA OBLICUA,HISTORIAS CINEMATOGRAFICAS SA,LARGOMETRAJE CON I.N.C.A.A.,2012-02-21,LIBERTAD 1301,LIBERTAD,1301,RETIRO,COMUNA 1,1016,C1016ABA
-58.38438789,-34.59264415,2012,EL TRIUNFO DE LA OBLICUA,HISTORIAS CINEMATOGRAFICAS SA,LARGOMETRAJE CON I.N.C.A.A.,2012-02-21,LIBERTAD 1301,LIBERTAD,1301,RETIRO,COMUNA 1,1016,C1016ABA
-58.38438789,-34.59264415,2012,EL TRIUNFO DE LA OBLICUA,HISTORIAS CINEMATOGRAFICAS SA,LARGOMETRAJE CON I.N.C.A.A.,2012-11-03,LIBERTAD 1301,LIBERTAD,1301,RETIRO,COMUNA 1,1016,C1016ABA
-58.38438789,-34.59264415,2012,EL TRIUNFO DE LA OBLICUA,HISTORIAS CINEMATOGRAFICAS SA,LARGOMETRAJE CON I.N.C.A.A.,2012-03-21,LIBERTAD 1301,LIBERTAD,1301,RETIRO,COMUNA 1,1016,C1016ABA
-58.38438789,-34.59264415,2012,EL TRIUNFO DE LA OBLICUA,HISTORIAS CINEMATOGRAFICAS SA,LARGOMETRAJE CON I.N.C.A.A.,2012-03-25,LIBERTAD 1301,LIBERTAD,1301,RETIRO,COMUNA 1,1016,C1016ABA
-58.38438789,-34.59264415,2012,EL TRIUNFO DE LA OBLICUA,HISTORIAS CINEMATOGRAFICAS SA,LARGOMETRAJE CON I.N.C.A.A.,2012-03-04,LIBERTAD 1301,LIBERTAD,1301,RETIRO,COMUNA 1,1016,C1016ABA
-58.38438789,-34.59264415,2012,MUERTE EN BUENOS AIRES,UTOPICA GROUP SRL,LARGOMETRAJE NACIONAL,2012-12-18,LIBERTAD 1301,LIBERTAD,1301,RETIRO,COMUNA 1,1016,C1016ABA
-58.3843178,-34.59181023,2013,PERSECUCION - ESIKA,ROZCA SA,CINE PUBLICITARIO,2013-01-18,LIBERTAD 1375,LIBERTAD,1375,RETIRO,COMUNA 1,1016,C1016ABA
-58.38438662,-34.59127535,2012,PEUGEOT 308,POSTER PAGSA SRL,CINE PUBLICITARIO,2012-05-19,LIBERTAD 1386,LIBERTAD,1386,RETIRO,COMUNA 1,1016,C1016ABB
-58.38331666,-34.58904823,2014,EL HOMBRE QUE QUERIIA SER DIOS,FUNDACION DEL CINE,ESTUDIANTES,2014-08-14,LIBERTAD 1650,LIBERTAD,1650,RETIRO,COMUNA 1,1016,C1016ABH
-58.38314200000001,-34.58890199,2014,BUSCANDO A TITA,BUENOS AIRES PRODUCCIONES SA,DOCUMENTAL,2014-06-17,LIBERTAD 1669,LIBERTAD,1669,RETIRO,COMUNA 1,1016,C1016ABG
-58.38369219,-34.60338552,2013,LA VUELTA,FUNDACION DEL CINE,ESTUDIANTES,2013-08-30,LIBERTAD 431,LIBERTAD,431,SAN NICOLAS,COMUNA 1,1012,C1012AAI
-58.38370368,-34.6032288,2015,KNORR PAPA,REBOLUCION SA,CINE PUBLICITARIO,2015-07-02,LIBERTAD 451,LIBERTAD,451,SAN NICOLAS,COMUNA 1,1012,C1012AAI
-58.38386452,-34.60272352,2014,COPA DE SABORES,CLASICA PRODUCTORA SA,CINE PUBLICITARIO,2014-05-15,LIBERTAD 500,LIBERTAD,500,SAN NICOLAS,COMUNA 1,1012,C1012AAJ
-58.38374466,-34.60252782,2012,AXE,REBOLUCION SA,CINE PUBLICITARIO,2012-10-03,LIBERTAD 501,LIBERTAD,501,SAN NICOLAS,COMUNA 1,1012,C1012AAK
-58.38374466,-34.60252782,2015,EL PAPA DE LA GENTE,METROPOLIS FILMS SA,LARGOMETRAJE,2015-02-20,LIBERTAD 501,LIBERTAD,501,SAN NICOLAS,COMUNA 1,1012,C1012AAK
-58.38374466,-34.60252782,2015,EL PAPA DE LA GENTE,METROPOLIS FILMS SA,LARGOMETRAJE,2015-02-25,LIBERTAD 501,LIBERTAD,501,SAN NICOLAS,COMUNA 1,1012,C1012AAK
-58.38374466,-34.60252782,2011,TMN,MONDO CINE SRL,CINE PUBLICITARIO,2011-07-01,LIBERTAD 501,LIBERTAD,501,SAN NICOLAS,COMUNA 1,1012,C1012AAK
-58.38395229,-34.60196794,2014,CITY PORTENIA,GENOMMA LABORATORIES ARGENTINA SA,CINE PUBLICITARIO,2014-01-13,LIBERTAD 502,LIBERTAD,502,SAN NICOLAS,COMUNA 1,1012,C1012AAL
-58.38375944,-34.6024006,2011,VIUDAS,PATAGONIK FILM GROUP SA,LARGOMETRAJE,2011-05-03,LIBERTAD 505,LIBERTAD,505,SAN NICOLAS,COMUNA 1,1012,C1012AAK
-58.38393591,-34.60179875,2014,MAGISTRAL,REBOLUCION SA,CINE PUBLICITARIO,2014-02-19,LIBERTAD 550,LIBERTAD,550,SAN NICOLAS,COMUNA 1,1012,C1012AAL
-58.38393591,-34.60179875,2014,MAGISTRAL,REBOLUCION SA,CINE PUBLICITARIO,2014-02-26,LIBERTAD 550,LIBERTAD,550,SAN NICOLAS,COMUNA 1,1012,C1012AAL
-58.38393591,-34.60179875,2013,MUERTE EN BUENOS AIRES (2),UTOPICA GROUP SRL,LARGOMETRAJE NACIONAL,2013-02-15,LIBERTAD 550,LIBERTAD,550,SAN NICOLAS,COMUNA 1,1012,C1012AAL
-58.38393591,-34.60179875,2012,PORTABILDAD,LA DOBLE A SA,CINE PUBLICITARIO,2012-04-02,LIBERTAD 550,LIBERTAD,550,SAN NICOLAS,COMUNA 1,1012,C1012AAL
-58.38377964,-34.60202486,2011,PAGES JAUNES,PRIMO AUDIOVISUAL SRL,CINE PUBLICITARIO,2011-03-23,LIBERTAD 555,LIBERTAD,555,SAN NICOLAS,COMUNA 1,1012,C1012AAK
-58.38379806,-34.6017304,2015,MOVISTAR - PERIODISTA,LND SRL,CINE PUBLICITARIO,2015-09-25,LIBERTAD 581,LIBERTAD,581,SAN NICOLAS,COMUNA 1,1012,C1012AAK
-58.38395188,-34.6015435,2011,VOYAGE VOYAGE,CAMPO CINE SRL,LARGOMETRAJE CON I.N.C.A.A.,2011-12-20,LIBERTAD 600,LIBERTAD,600,SAN NICOLAS,COMUNA 1,1012,C1012AAL
-58.38388792,-34.60142992,2015,LUOMO,CQN SRL,FOTOGRAFIA,2015-07-03,LIBERTAD 601,LIBERTAD,601,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38388792,-34.60142992,2013,FALABELLA,CRU FILMS SRL,CINE PUBLICITARIO,2013-03-08,LIBERTAD 601,LIBERTAD,601,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38388792,-34.60142992,2011,JUAN Y EVA,BARAKACINE SRL,LARGOMETRAJE CON I.N.C.A.A.,2011-02-22,LIBERTAD 601,LIBERTAD,601,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38388792,-34.60142992,2014,OLX,LA DOBLE A SA,CINE PUBLICITARIO,2014-03-22,LIBERTAD 601,LIBERTAD,601,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38388792,-34.60142992,2012,SOLAMENTE VOS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2012-07-12,LIBERTAD 601,LIBERTAD,601,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38388792,-34.60142992,2013,SPRITE BOTELLA,REBOLUCION SA,CINE PUBLICITARIO,2013-09-09,LIBERTAD 601,LIBERTAD,601,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38400898,-34.60091482,2011,THE AMAZING RACE,GRUPO AUDIOVISUAL SA,PROGRAMA TELEVISIVO,2011-07-14,LIBERTAD 602,LIBERTAD,602,SAN NICOLAS,COMUNA 1,1012,C1012AAN
-58.38398985,-34.60122086,2011,GUILIA,PIONERAS PRODUCCIONES SA,CINE PUBLICITARIO,2011-02-26,LIBERTAD 620,LIBERTAD,620,SAN NICOLAS,COMUNA 1,1012,C1012AAN
-58.38390226,-34.60120057,2014,C&A FILM OTONIO,COMPAÑIA ARGENTINA DE PELICULAS SRL,CINE PUBLICITARIO,2014-06-21,LIBERTAD 621,LIBERTAD,621,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38390226,-34.60120057,2014,C&A FILM OTONIO,COMPAÑIA ARGENTINA DE PELICULAS SRL,CINE PUBLICITARIO,2014-06-22,LIBERTAD 621,LIBERTAD,621,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38390226,-34.60120057,2013,CUESTION DE IDENTIDAD,ZARLEK PRODUCCIONES SA,PROGRAMA TELEVISIVO,2013-05-08,LIBERTAD 621,LIBERTAD,621,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38390226,-34.60120057,2011,SIMULACRO,FUNDACION DEL CINE,ESTUDIANTES,2011-03-18,LIBERTAD 621,LIBERTAD,621,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38391308,-34.60102742,2011,EL AMIGO ALEMAN 1,FREIXA RICARDO OCTAVIO GUILLERMO,LARGOMETRAJE,2011-04-24,LIBERTAD 635,LIBERTAD,635,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38400398,-34.60099476,2012,TEENS,LANDIA SRL,CINE PUBLICITARIO,2012-10-20,LIBERTAD 644,LIBERTAD,644,SAN NICOLAS,COMUNA 1,1012,C1012AAN
-58.38400751,-34.60093824,2014,C&A FOTO,COMPAÑIA ARGENTINA DE PELICULAS SRL,FOTOGRAFIA,2014-06-15,LIBERTAD 650,LIBERTAD,650,SAN NICOLAS,COMUNA 1,1012,C1012AAN
-58.38400751,-34.60093824,2014,PICTOGRAMS,LA DOBLE A SA,CINE PUBLICITARIO,2014-11-01,LIBERTAD 650,LIBERTAD,650,SAN NICOLAS,COMUNA 1,1012,C1012AAN
-58.38384184,-34.60074558,2013,COCA- COLA,MONTECARLO FILMS SRL,CINE PUBLICITARIO,2013-01-19,LIBERTAD 651,LIBERTAD,651,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38384184,-34.60074558,2015,I HIJA UNICAI,MYS PRODUCCION SRL,LARGOMETRAJE,2015-08-12,LIBERTAD 651,LIBERTAD,651,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38388251,-34.60069083,2011,EL AMIGO ALEMAN 1,FREIXA RICARDO OCTAVIO GUILLERMO,LARGOMETRAJE,2011-04-26,LIBERTAD 679,LIBERTAD,679,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.38404139,-34.59983072,2013,PUNCTUM,FUNDACION DEL CINE,ESTUDIANTES,2013-06-04,LIBERTAD 740,LIBERTAD,740,SAN NICOLAS,COMUNA 1,1012,C1012AAP
-58.38401179,-34.59883786,2011,VIOLETA SE FUE A LOS CIELOS,MAIZ PRODUCCIONES SRL,LARGOMETRAJE CON I.N.C.A.A.,2011-01-28,LIBERTAD 815,LIBERTAD,815,RETIRO,COMUNA 1,1012,C1012AAQ
-58.38401179,-34.59883786,2013,YPF BOXES,PROTEINA PURA SA,CINE PUBLICITARIO,2013-06-11,LIBERTAD 815,LIBERTAD,815,RETIRO,COMUNA 1,1012,C1012AAQ
-58.38401079,-34.59883557,2015,FORO EMANCIPACION E IGUALDAD,RADIO Y TELEVISION ARGENTINA SE,PROGRAMA TELEVISIVO,2015-12-03,LIBERTAD 821,LIBERTAD,821,RETIRO,COMUNA 1,1012,C1012AAQ
-58.38410185,-34.59805837,2012,ORALB,REBOLUCION SA,CINE PUBLICITARIO,2012-10-27,LIBERTAD 901,LIBERTAD,901,RETIRO,COMUNA 1,1012,C1012AAS
-58.38413625,-34.59755277,2011,PLAY,GOODGATE SA,CINE PUBLICITARIO,2011-12-18,LIBERTAD 945,LIBERTAD,945,RETIRO,COMUNA 1,1012,C1012AAS
-58.37057835,-34.63169319,2015,SE PUEDE VIVIR MEJOR,SUBTERRANEA FILMS SRL,CINE PUBLICITARIO,2015-12-04,"LIBERTI, TOMAS 1201","LIBERTI, TOMAS",1201,BARRACAS,COMUNA 4,1265,C1265ABA
-58.36512363,-34.62844984,2012,EL HOMBRE ARANIA,DOMENICA FILMS SRL,LARGOMETRAJE CON I.N.C.A.A.,2012-04-29,"LIBERTI, TOMAS 350","LIBERTI, TOMAS",350,BOCA,COMUNA 4,1156,C1156AGB
-58.38191527,-34.60873524,2011,PLAY,GOODGATE SA,CINE PUBLICITARIO,2011-12-17,LIMA 10,LIMA,10,MONSERRAT,COMUNA 1,1073,C1073AAB
-58.38152079,-34.62008276,2013,PERSONAL,REBOLUCION SA,CINE PUBLICITARIO,2013-07-13,LIMA 1017,LIMA,1017,CONSTITUCION,COMUNA 1,1073,C1073AAU
-58.38152079,-34.62008276,2013,CONDUCTOR DESIGNADO,REBOLUCION SA,CINE PUBLICITARIO,2013-08-29,LIMA 1021,LIMA,1021,CONSTITUCION,COMUNA 1,1073,C1073AAU
-58.38151454,-34.62143678,2012,MILLER,LABHOUSE SA,CINE PUBLICITARIO,2012-03-17,LIMA 1145,LIMA,1145,CONSTITUCION,COMUNA 1,1073,C1073AAW
-58.38151454,-34.62143678,2011,PLAY,GOODGATE SA,CINE PUBLICITARIO,2011-12-17,LIMA 1145,LIMA,1145,CONSTITUCION,COMUNA 1,1073,C1073AAW
-58.38151216,-34.62151258,2013,BUHO,LA DOBLE A SA,CINE PUBLICITARIO,2013-09-25,LIMA 1149,LIMA,1149,CONSTITUCION,COMUNA 1,1073,C1073AAW
-58.38150618,-34.62327929,2015,HIELO,PRIMO AUDIOVISUAL SRL,CINE PUBLICITARIO,2015-02-20,LIMA 1295,LIMA,1295,CONSTITUCION,COMUNA 1,1138,C1138ACA
-58.38150238,-34.62411759,2015,BON O BON,48M2 SA,CINE PUBLICITARIO,2015-12-03,LIMA 1355,LIMA,1355,CONSTITUCION,COMUNA 1,1138,C1138ACC
-58.38223002,-34.62767294,2013,COCA COLA ZERO,GOODGATE SA,CINE PUBLICITARIO,2013-12-14,LIMA 1697,LIMA,1697,CONSTITUCION,COMUNA 1,1138,C1138ACI
-58.38217229,-34.62781476,2013,FORD FIESTA 2,NUNCHAKU CINE SRL,CINE PUBLICITARIO,2013-10-15,LIMA 1700,LIMA,1700,CONSTITUCION,COMUNA 1,1138,C1138ACJ
-58.381921,-34.61066726,2013,SPRITZ,LND SRL,CINE PUBLICITARIO,2013-09-18,LIMA 187,LIMA,187,MONSERRAT,COMUNA 1,1073,C1073AAC
-58.38186543,-34.61223014,2011,LA BAGONETA,ALEPH MEDIA SA,LARGOMETRAJE CON I.N.C.A.A.,2011-08-11,LIMA 319,LIMA,319,MONSERRAT,COMUNA 1,1073,C1073AAG
-58.38186543,-34.61223014,2012,MILLER,LABHOUSE SA,CINE PUBLICITARIO,2012-03-17,LIMA 319,LIMA,319,MONSERRAT,COMUNA 1,1073,C1073AAG
-58.38191527,-34.60873524,2014,C&A FOTO,COMPAÑIA ARGENTINA DE PELICULAS SRL,FOTOGRAFIA,2014-06-15,LIMA 50,LIMA,50,MONSERRAT,COMUNA 1,1073,C1073AAB
-58.38191527,-34.60873524,2012,LECH,LA DOBLE A SA,CINE PUBLICITARIO,2012-02-19,LIMA 6,LIMA,6,MONSERRAT,COMUNA 1,1073,C1073AAB
-58.38160374,-34.61706891,2015,ESTOCOLMO,KAPOW SA,PROGRAMA TELEVISIVO,2015-07-31,LIMA 775,LIMA,775,MONSERRAT,COMUNA 1,1073,C1073AAO
-58.50770499,-34.59988617,2014,ABZURDAH,MYS  PRODUCCION SRL,LARGOMETRAJE CON I.N.C.A.A.,2014-11-13,LINCOLN AV. 3799,LINCOLN AV.,3799,VILLA DEVOTO,COMUNA 11,1419,C1419IFC
